target_rpm,run_count,front_velocity_rms_mm_s_mean,front_velocity_rms_mm_s_std,front_velocity_1x_mm_s_mean,front_velocity_harmonic_energy_ratio_mean,front_velocity_10_100_ratio_mean,front_velocity_100_1000_ratio_mean,front_acceleration_rms_g_mean,bench_velocity_rms_mm_s_mean,bench_velocity_1x_mm_s_mean,bench_velocity_harmonic_energy_ratio_mean,bench_acceleration_rms_g_mean,front_velocity_dominant_10_1000_hz_mean,bench_velocity_dominant_10_1000_hz_mean,actual_speed_std_rpm_mean
5000.0,1,0.03967612004284318,,0.03701228527031746,0.3736649522079089,0.47076965904201823,0.521575858930653,0.1442485527962528,0.05759556348781941,0.07833882711357908,0.9054146850538384,0.047079742759704404,375.0,83.33333333333333,0.38953069552833974
6000.0,7,0.035465706415212496,0.008085534855917679,0.0353770250974189,0.5100635624654671,0.20929955212160437,0.7855762424669376,0.0766567970594212,0.06455403509902512,0.08818792051498711,0.9220088704092401,0.05741942595118884,292.6309523809524,100.0,0.4887798233924194
7000.0,1,0.09025892785851292,,0.11884941762816639,0.8859770211971896,0.055232208589915247,0.943749282850737,0.06752833986013831,0.25986267188708145,0.36505926460270194,0.9962391895976233,0.0851760681303158,116.66666666666667,116.66666666666667,0.6522863716066497
8000.0,1,0.04717848230656997,,0.05743754204413252,0.7162281202002319,0.18431451840236276,0.8111401226973328,0.08407525230595811,0.12435713599461669,0.17089024793900354,0.9840079421730131,0.04914299841972059,133.33333333333334,133.33333333333334,0.6919432406690298
