target_rpm,runs,front_rms_mean,front_rms_std,bench_rms_mean,high_ratio_front,one_x_front,env1x_front,dom_freq_front,speed_std
5000.0,1,0.1442485527962528,,0.047079742759704404,0.283422480549846,0.001976152544676631,0.029332866494314984,4095.3499999999995,0.412341033000193
6000.0,7,0.0766567970594212,0.005678144784806486,0.05741942595118884,0.5654305456828986,0.0022650707989185616,0.010125717178731954,4862.719047619047,0.4561665317093699
7000.0,1,0.06752833986013831,,0.0851760681303158,0.23895964109439854,0.008883811278224744,0.0063106611612881065,3118.875,0.6022573178323332
8000.0,1,0.08407525230595811,,0.04914299841972059,0.15922491636425484,0.004906706006431737,0.005767468828685617,2599.0583333333334,0.6767537141357687
